PageLocation,EventTimestamp,PageSequenceInSession,SessionNumber
https://www.mybank.com.tw/MyBank/Home/Login?ReturnUrl=%2fMyBank%2fHome%2fLogout,2016-08-24 03:03:14.811000,44,32664953
https://www.mybank.com.tw/MyBank/Quicklinks/Home,2016-08-24 03:03:32.478000,45,32664953
https://www.mybank.com.tw/MyBank/Quicklinks/Home,2016-08-24 03:10:29.673000,46,32664953
https://www.mybank.com.tw/MyBank/Quicklinks/Home,2016-08-24 03:14:44.340000,47,32664953
https://www.mybank.com.tw/MyBank/Home/Logout,2016-08-24 03:24:55.318000,15,32673362
https://www.mybank.com.tw/MyBank/Home/Login,2016-08-24 03:36:58.320000,16,32673362
https://www.mybank.com.tw/MyBank/Quicklinks/Home,2016-08-24 03:37:17.983000,17,32673362
https://www.mybank.com.tw/MyBank/Quicklinks/Home,2016-08-24 03:37:24.549000,18,32673362
https://www.mybank.com.tw/MyBank/Home/Logout,2016-08-24 03:55:01.733000,19,32673362
https://www.mybank.com.tw/MyBank/Home/Login,2016-08-24 03:55:03.596000,20,32673362
https://www.mybank.com.tw/MyBank/Quicklinks/Home,2016-08-24 03:56:06.304000,21,32673362
https://www.mybank.com.tw/MyBank/Quicklinks/Home,2016-08-24 03:56:10.654000,22,32673362
https://www.globalmyb2b.com/GEBANK/Index.aspx,2016-08-24 03:22:03.317000,9,32675615
https://www.globalmyb2b.com/GEBANK/Login.aspx,2016-08-24 03:22:33.604000,10,32675615
https://www.globalmyb2b.com/GEBANK/Index.aspx,2016-08-24 03:28:21.752000,11,32675615
https://www.globalmyb2b.com/GEBANK/Login.aspx,2016-08-24 03:32:46.785000,12,32675615
https://www.globalmyb2b.com/GEBANK/Index.aspx,2016-08-24 03:35:19.294000,13,32675615
https://www.globalmyb2b.com/GEBANK/Login.aspx,2016-08-24 03:47:13.900000,14,32675615
https://www.cathaybk.com.tw/cathaybk/about_ATM_error_query.asp,2016-08-24 03:02:42.181000,14,32675655
https://www.cathaybk.com.tw/cathaybk/mobile/Branch_01.asp,2016-08-24 03:08:49.271000,10,32675984
https://www.cathaybk.com.tw/cathaybk/mobile/Branch_01.asp,2016-08-24 03:09:15.340000,11,32675984
https://www.cathaybk.com.tw/cathaybk/mobile/Branch_02.asp,2016-08-24 03:09:20.487000,12,32675984
https://www.cathaybk.com.tw/cathaybk/mobile/Branch_01.asp,2016-08-24 03:09:26.817000,13,32675984
https://www.cathaybk.com.tw/cathaybk/mobile/Branch_02.asp,2016-08-24 03:09:30.407000,14,32675984
https://www.mybank.com.tw/mybank,2016-08-24 03:13:47.407000,34,32676299
https://www.mybank.com.tw/MyBank/Quicklinks/Home,2016-08-24 03:14:08.127000,35,32676299
https://www.mybank.com.tw/MyBank/Quicklinks/Home/Logout,2016-08-24 03:19:16.500000,36,32676299
https://www.mybank.com.tw/MyBank/Home/Logout,2016-08-24 03:04:45.991000,6,32676498
https://www.cathaybk.com.tw/cathaybk/,2016-08-24 03:11:37.832000,17,32676983
https://www.cathaybk.com.tw/cathaybk/card/index.asp,2016-08-24 03:11:40.460000,18,32676983
https://www.cathaybk.com.tw/cathaybk/card/service/safe.asp,2016-08-24 03:11:42.423000,19,32676983
https://www.cathaybk.com.tw/cathaybk/card/service/visa_1.asp,2016-08-24 03:11:44.440000,20,32676983
https://www.cathaybk.com.tw/cathaybk/card/service/visa_3.asp,2016-08-24 03:11:47.884000,21,32676983
https://www.cathaybk.com.tw/cathaybk/card/service/visa_3.asp#,2016-08-24 03:12:25.190000,22,32676983
https://www.cathaybk.com.tw/cathaybk/,2016-08-24 03:18:38.372000,23,32676983
https://www.cathaybk.com.tw/cathaybk/card/index.asp,2016-08-24 03:18:41.206000,24,32676983
https://www.cathaybk.com.tw/cathaybk/card/service/safe.asp,2016-08-24 03:18:51.811000,25,32676983
https://www.cathaybk.com.tw/cathaybk/card/service/master_1.asp,2016-08-24 03:18:59.465000,26,32676983
https://www.cathaybk.com.tw/cathaybk/card/service/master_3.asp,2016-08-24 03:19:03.934000,27,32676983
https://www.mybank.com.tw/MyBank/Quicklinks/Home,2016-08-24 03:08:57.120000,7,32677005
https://www.mybank.com.tw/MyBank/Quicklinks/Home/Logout,2016-08-24 03:09:02.600000,8,32677005
https://www.cathaybk.com.tw/cathaybk/index.asp,2016-08-24 03:10:56.510000,9,32677005
https://www.cathaybk.com.tw/cathaybk/about_ATM_error_query.asp,2016-08-24 03:01:11.122000,2,32677092
https://www.cathaybk.com.tw/cathaybk/about_ATM_error_query.asp,2016-08-24 03:01:22.769000,3,32677092
https://www.cathaybk.com.tw/cathaybk/about_ATM_error_query.asp,2016-08-24 03:01:28.689000,4,32677092
https://www.cathaybk.com.tw/cathaybk/about_ATM_error_query.asp,2016-08-24 03:01:31.302000,5,32677092
https://www.mybank.com.tw/MyBank/Quicklinks/Home/MyMobiBank,2016-08-24 03:00:14.390000,10,32677166
https://www.mybank.com.tw/MyBank/Quicklinks/Home/MyMobiBank,2016-08-24 03:00:20.247000,11,32677166
https://www.mybank.com.tw/MyBank/MyMobiBank/Xfer/B0302_UnRegXfer,2016-08-24 03:00:35.750000,12,32677166
https://www.mybank.com.tw/mybank/Home/MyMobiBank,2016-08-24 03:04:49.518000,13,32677166
https://www.mybank.com.tw/MyBank/Quicklinks/AcctInq/B0103_TxnDtlInq?FunTxnAcno=0000079506076175,2016-08-24 03:10:12.277000,14,32677166
https://www.mybank.com.tw/MyBank/MyMobiBank,2016-08-24 03:10:50.394000,15,32677166
https://www.mybank.com.tw/MyBank/MyMobiBank,2016-08-24 03:14:28.631000,16,32677166
https://www.mybank.com.tw/MyBank/MyMobiBank,2016-08-24 03:16:49.626000,17,32677166
https://www.mybank.com.tw/mybank,2016-08-24 03:00:39.910000,11,32677178
https://www.cathaybk.com.tw/cathaybk/,2016-08-24 03:00:55.966000,12,32677178
https://www.cathaybk.com.tw/cathaybk/corp/index.asp,2016-08-24 03:00:59.227000,13,32677178
https://www.globalmyb2b.com/GEBANK/Login.aspx,2016-08-24 03:01:05.257000,14,32677178
https://www.cathaybk.com.tw/cathaybk/,2016-08-24 03:02:20.978000,15,32677178
https://www.cathaybk.com.tw/cathaybk/corp/index.asp,2016-08-24 03:02:22.885000,16,32677178
https://www.globalmyb2b.com/GEBANK/Login.aspx,2016-08-24 03:02:37.493000,17,32677178
https://www.globalmyb2b.com/GEBANK/Index.aspx,2016-08-24 03:02:58.450000,18,32677178
https://www.globalmyb2b.com/GEBANK/Login.aspx,2016-08-24 03:03:17.636000,19,32677178
https://www.cathaybk.com.tw/cathaybk/card/card/cashback/offers.html,2016-08-24 03:09:40.628000,5,32677186
https://www.cathaybk.com.tw/cathaybk/card/card/cashback/offers3.html,2016-08-24 03:10:33.346000,6,32677186
https://www.cathaybk.com.tw/cathaybk/card/card/cashback/service.html,2016-08-24 03:16:01.312000,7,32677186
https://www.cathaybk.com.tw/cathaybk/card/card/right/right_1.asp,2016-08-24 03:16:51.643000,8,32677186
https://www.mybank.com.tw/MyBank/Home/Logout,2016-08-24 03:01:41.218000,3,32677203
https://www.mybank.com.tw/MyBank/Home/Login,2016-08-24 03:24:34.527000,4,32677203
