PageLocation,EventTimestamp,PageSequenceInSession,SessionNumber
app://com.cathaybk.koko.android.app/AccountActivity2,2016-08-24 06:27:28.477000,42,32681374
app://com.cathaybk.koko.android.app/ImportCreditCardDetailActivity,2016-08-24 06:27:49.568000,43,32681374
app://com.cathaybk.koko.android.app/WebBankActivity,2016-08-24 06:28:01.665000,44,32681374
app://com.cathaybk.koko.android.app/ImportCreditCardDetailActivity,2016-08-24 06:28:20.767000,45,32681374
app://com.cathaybk.koko.android.app/WebBankActivity,2016-08-24 06:28:29.872000,46,32681374
app://com.cathaybk.koko.android.app/AccountActivity2,2016-08-24 06:28:32.410000,47,32681374
app://com.cathaybk.koko.android.app/IpassDetailActivity,2016-08-24 06:28:41.161000,48,32681374
app://com.cathaybk.koko.android.app/AccountActivity2,2016-08-24 06:29:23.413000,49,32681374
app://com.cathaybk.koko.android.app/IpassList,2016-08-24 06:29:29.558000,50,32681374
app://com.cathaybk.koko.android.app/AccountActivity2,2016-08-24 06:29:52.813000,51,32681374
app://com.cathaybk.koko.android.app/ImportCreditCardDetailActivity,2016-08-24 06:30:22.983000,52,32681374
app://com.cathaybk.koko.android.app/AccountActivity2,2016-08-24 06:30:28.134000,53,32681374
app://com.cathaybk.koko.android.app/IpassList,2016-08-24 06:30:33.251000,54,32681374
app://com.cathaybk.koko.android.app/AccountActivity2,2016-08-24 06:30:37.367000,55,32681374
app://com.cathaybk.koko.android.app/IpassDetailActivity,2016-08-24 06:30:39.492000,56,32681374
app://com.cathaybk.koko.android.app/AccountActivity2,2016-08-24 06:31:25.331000,57,32681374
app://com.cathaybk.koko.android.app/AccountManage,2016-08-24 06:31:48.671000,58,32681374
app://com.cathaybk.koko.android.app/AccountActivity2,2016-08-24 06:31:55.793000,59,32681374
app://com.cathaybk.koko.android.app/IpassList,2016-08-24 06:32:05.925000,60,32681374
app://com.cathaybk.koko.android.app/AccountActivity2,2016-08-24 06:32:33.205000,61,32681374
app://com.cathaybk.koko.android.app/AccountDetailActivity,2016-08-24 06:32:45.319000,62,32681374
app://com.cathaybk.koko.android.app/AccountActivity2,2016-08-24 06:32:48.428000,63,32681374
app://com.cathaybk.koko.android.app/AccountDetailActivity,2016-08-24 06:32:52.552000,64,32681374
app://com.cathaybk.koko.android.app/AccountActivity2,2016-08-24 06:32:56.657000,65,32681374
app://com.cathaybk.koko.android.app/WithdrawActivity,2016-08-24 06:33:25.824000,66,32681374
app://com.cathaybk.koko.android.app/AccountActivity2,2016-08-24 06:33:55.978000,67,32681374
app://com.cathaybk.koko.android.app/AccountManage,2016-08-24 06:33:59.920000,68,32681374
app://com.cathaybk.koko.android.app/AccountActivity2,2016-08-24 06:34:16.223000,69,32681374
app://com.cathaybk.koko.android.app/OtherActivity,2016-08-24 06:34:33.305000,70,32681374
app://com.cathaybk.koko.android.app/InvoiceManage,2016-08-24 06:34:51.464000,71,32681374
app://com.cathaybk.koko.android.app/OtherActivity,2016-08-24 06:35:13.629000,72,32681374
app://com.cathaybk.koko.android.app/FriendManage,2016-08-24 06:35:21.779000,73,32681374
app://com.cathaybk.koko.android.app/OtherActivity,2016-08-24 06:35:34.858000,74,32681374
app://com.cathaybk.koko.android.app/InvoiceManage,2016-08-24 06:35:36.983000,75,32681374
app://com.cathaybk.koko.android.app/OtherActivity,2016-08-24 06:35:50.148000,76,32681374
app://com.cathaybk.koko.android.app/HomeActivity,2016-08-24 06:36:02.296000,77,32681374
app://com.cathaybk.koko.android.app/BudgetActivity,2016-08-24 06:36:05.391000,78,32681374
app://com.cathaybk.koko.android.app/BudgetEditActivity2,2016-08-24 06:36:46.973000,79,32681374
app://com.cathaybk.koko.android.app/CaptureActivity,2016-08-24 06:36:47.360000,80,32681374
app://com.cathaybk.koko.android.app/BudgetEditActivity2,2016-08-24 06:37:09.123000,81,32681374
app://com.cathaybk.koko.android.app/BudgetActivity,2016-08-24 06:38:23.657000,82,32681374
app://com.cathaybk.koko.android.app/BudgetEditActivity2,2016-08-24 06:38:30.833000,83,32681374
app://com.cathaybk.koko.android.app/CaptureActivity,2016-08-24 06:38:51.926000,84,32681374
app://com.cathaybk.koko.android.app/BudgetEditActivity2,2016-08-24 06:39:32.630000,85,32681374
app://com.cathaybk.koko.android.app/BudgetActivity,2016-08-24 06:39:45.209000,86,32681374
app://com.cathaybk.koko.android.app/BudgetEditActivity2,2016-08-24 06:39:47.362000,87,32681374
app://com.cathaybk.koko.android.app/CaptureActivity,2016-08-24 06:39:53.458000,88,32681374
app://com.cathaybk.koko.android.app/BudgetEditActivity2,2016-08-24 06:39:58.522000,89,32681374
app://com.cathaybk.koko.android.app/BudgetActivity,2016-08-24 06:40:16.779000,90,32681374
app://com.cathaybk.koko.android.app/BudgetEditActivity2,2016-08-24 06:40:30.964000,91,32681374
app://com.cathaybk.koko.android.app/CaptureActivity,2016-08-24 06:40:34.510000,92,32681374
app://com.cathaybk.koko.android.app/BudgetEditActivity2,2016-08-24 06:40:40.134000,93,32681374
app://com.cathaybk.koko.android.app/BudgetActivity,2016-08-24 06:40:50.365000,94,32681374
app://com.cathaybk.koko.android.app/BudgetEditActivity2,2016-08-24 06:41:06.566000,95,32681374
app://com.cathaybk.koko.android.app/CaptureActivity,2016-08-24 06:41:11.657000,96,32681374
app://com.cathaybk.koko.android.app/BudgetEditActivity2,2016-08-24 06:41:17.733000,97,32681374
app://com.cathaybk.koko.android.app/BudgetActivity,2016-08-24 06:41:27.170000,98,32681374
app://com.cathaybk.koko.android.app/BudgetEditActivity2,2016-08-24 06:42:22.370000,99,32681374
app://com.cathaybk.koko.android.app/CaptureActivity,2016-08-24 06:42:23.455000,100,32681374
app://com.cathaybk.koko.android.app/BudgetEditActivity2,2016-08-24 06:42:28.526000,101,32681374
app://com.cathaybk.koko.android.app/BudgetActivity,2016-08-24 06:42:39.763000,102,32681374
app://com.cathaybk.koko.android.app/BudgetEditActivity2,2016-08-24 06:42:43.942000,103,32681374
app://com.cathaybk.koko.android.app/CaptureActivity,2016-08-24 06:42:46.140000,104,32681374
app://com.cathaybk.koko.android.app/BudgetEditActivity2,2016-08-24 06:42:51.910000,105,32681374
app://com.cathaybk.koko.android.app/BudgetActivity,2016-08-24 06:43:05.339000,106,32681374
app://com.cathaybk.koko.android.app/BudgetEditActivity2,2016-08-24 06:43:07.496000,107,32681374
app://com.cathaybk.koko.android.app/CaptureActivity,2016-08-24 06:43:09.656000,108,32681374
app://com.cathaybk.koko.android.app/BudgetEditActivity2,2016-08-24 06:43:15.731000,109,32681374
app://com.cathaybk.koko.android.app/BudgetActivity,2016-08-24 06:43:34.510000,110,32681374
app://com.cathaybk.koko.android.app/AccountActivity2,2016-08-24 06:43:43.340000,111,32681374
app://com.cathaybk.koko.android.app/OtherActivity,2016-08-24 06:43:50.425000,112,32681374
app://com.cathaybk.koko.android.app/InvoiceManage,2016-08-24 06:43:52.545000,113,32681374
app://com.cathaybk.koko.android.app/OtherActivity,2016-08-24 06:44:44.773000,114,32681374
app://com.cathaybk.koko.android.app/CategoryManagementActivity,2016-08-24 06:44:55.889000,115,32681374
app://com.cathaybk.koko.android.app/OtherActivity,2016-08-24 06:44:57.965000,116,32681374
app://com.cathaybk.koko.android.app/AccountActivity2,2016-08-24 06:45:02.110000,117,32681374
app://com.cathaybk.koko.android.app/HomeActivity,2016-08-24 06:45:13.227000,118,32681374
app://com.cathaybk.koko.android.app/BudgetEditActivity2,2016-08-24 06:45:18.316000,119,32681374
app://com.cathaybk.koko.android.app/HomeActivity,2016-08-24 06:45:21.484000,120,32681374
app://com.cathaybk.koko.android.app/MessageActivity,2016-08-24 06:45:35.646000,121,32681374
app://com.cathaybk.koko.android.app/HomeActivity,2016-08-24 06:45:38.773000,122,32681374
app://com.cathaybk.koko.android.app/BudgetEditActivity2,2016-08-24 06:45:48.882000,123,32681374
app://com.cathaybk.koko.android.app/HomeActivity,2016-08-24 06:45:50.976000,124,32681374
app://com.cathaybk.koko.android.app/MessageActivity,2016-08-24 06:45:54.119000,125,32681374
app://com.cathaybk.koko.android.app/BudgetActivity,2016-08-24 06:45:54.260000,126,32681374
app://com.cathaybk.koko.android.app/BudgetMthBudgetActivity,2016-08-24 06:45:56.494000,127,32681374
app://com.cathaybk.koko.android.app/BudgetActivity,2016-08-24 06:46:06.721000,128,32681374
app://com.cathaybk.koko.android.app/AccountActivity2,2016-08-24 06:46:25.610000,129,32681374
app://com.cathaybk.koko.android.app/OtherActivity,2016-08-24 06:46:32.166000,130,32681374
app://com.cathaybk.koko.android.app/AccountActivity2,2016-08-24 06:46:49.494000,131,32681374
app://com.cathaybk.koko.android.app/HomeActivity,2016-08-24 06:47:16.755000,132,32681374
app://com.cathaybk.koko.android.app/HomeFaceSettingActivity,2016-08-24 06:47:19.852000,133,32681374
app://com.cathaybk.koko.android.app/HomeFaceSettingActivity,2016-08-24 06:48:43.492000,134,32681374
app://com.cathaybk.koko.android.app/HomeFaceSettingActivity,2016-08-24 06:50:21.782000,135,32681374
app://com.cathaybk.koko.android.app/HomeFaceSettingActivity,2016-08-24 06:51:37.297000,136,32681374
app://com.cathaybk.koko.android.app/HomeFaceSettingActivity,2016-08-24 06:52:11.149000,137,32681374
app://com.cathaybk.koko.android.app/HomeFaceSettingActivity,2016-08-24 06:52:48.519000,138,32681374
app://com.cathaybk.koko.android.app/HomeFaceSettingActivity,2016-08-24 06:53:13.797000,139,32681374
app://com.cathaybk.koko.android.app/HomeFaceSettingActivity,2016-08-24 06:54:25.902000,140,32681374
app://com.cathaybk.koko.android.app/HomeActivity,2016-08-24 06:54:33.147000,141,32681374
app://com.cathaybk.koko.android.app/OtherActivity,2016-08-24 06:54:37.228000,142,32681374
app://com.cathaybk.koko.android.app/AccountActivity2,2016-08-24 06:54:39.354000,143,32681374
app://com.cathaybk.koko.android.app/HomeActivity,2016-08-24 06:54:44.477000,144,32681374
app://com.cathaybk.koko.android.app/HomeFaceSettingActivity,2016-08-24 06:54:47.560000,145,32681374
app://com.cathaybk.koko.android.app/HomeFaceSettingActivity,2016-08-24 06:55:10.742000,146,32681374
app://com.cathaybk.koko.android.app/HomeFaceSettingActivity,2016-08-24 06:56:34.630000,147,32681374
app://com.cathaybk.koko.android.app/HomeActivity,2016-08-24 06:56:41.368000,148,32681374
app://com.cathaybk.koko.android.app/AccountActivity2,2016-08-24 06:56:47.476000,149,32681374
app://com.cathaybk.koko.android.app/MessageActivity,2016-08-24 06:57:04.599000,150,32681374
app://com.cathaybk.koko.android.app/BudgetActivity,2016-08-24 06:57:05.688000,151,32681374
app://com.cathaybk.koko.android.app/HomeActivity,2016-08-24 06:57:07.883000,152,32681374
app://com.cathaybk.koko.android.app/OtherActivity,2016-08-24 06:57:16.991000,153,32681374
app://com.cathaybk.koko.android.app/CategoryManagementActivity,2016-08-24 06:57:29.110000,154,32681374
app://com.cathaybk.koko.android.app/EditSubCategoryActivity,2016-08-24 06:57:43.302000,155,32681374
app://com.cathaybk.koko.android.app/CategoryManagementActivity,2016-08-24 06:57:48.391000,156,32681374
app://com.cathaybk.koko.android.app/EditSubCategoryActivity,2016-08-24 06:57:54.570000,157,32681374
app://com.cathaybk.koko.android.app/CategoryManagementActivity,2016-08-24 06:58:00.667000,158,32681374
app://com.cathaybk.koko.android.app/CategoryManagementActivity,2016-08-24 06:58:07.853000,159,32681374
app://com.cathaybk.koko.android.app/EditSubCategoryActivity,2016-08-24 06:58:23.973000,160,32681374
https://www.mybank.com.tw/MyBank/Home/Login,2016-08-24 06:19:23.882000,4,32681535
https://www.mybank.com.tw/MyBank/Quicklinks/Home,2016-08-24 06:19:44.938000,5,32681535
https://www.mybank.com.tw/MyBank/Quicklinks/Home/Logout,2016-08-24 06:20:42.337000,6,32681535
app://com.cathaybk.mymobibank.android.app/SettingFundListActivity,2016-08-24 06:00:31.557000,42,32681549
https://www.mybank.com.tw/MyBank/Quicklinks/Home/Logout,2016-08-24 06:07:11.209000,4,32681587
https://www.mybank.com.tw/MyBank/Home/Login,2016-08-24 06:07:18.187000,5,32681587
https://www.mybank.com.tw/MyBank/Quicklinks/Home,2016-08-24 06:08:52.437000,6,32681587
https://www.mybank.com.tw/MyBank/Quicklinks/Home/Logout,2016-08-24 06:36:57.929000,7,32681587
https://www.mybank.com.tw/MyBank/Home/Login,2016-08-24 06:37:03.213000,8,32681587
https://www.mybank.com.tw/MyBank/Home/LoginMessageReLogin,2016-08-24 06:43:09.547000,5,32681721
app://com.cathaybk.mymobibank.android.app/LastestActivity,2016-08-24 06:09:06.405000,10,32681737
app://com.cathaybk.mymobibank.android.app/LastestTabGroup,2016-08-24 06:09:06.483000,11,32681737
app://com.cathaybk.mymobibank.android.app/TabBarActivity,2016-08-24 06:09:06.561000,12,32681737
app://com.cathaybk.mymobibank.android.app/MessageCenterActivity,2016-08-24 06:09:16.645000,13,32681737
app://com.cathaybk.mymobibank.android.app/MessageCenterActivity,2016-08-24 06:09:16.723000,14,32681737
https://www.mybank.com.tw/mybank,2016-08-24 06:14:02.536000,4,32681753
https://www.mybank.com.tw/MyBank/Quicklinks/Home,2016-08-24 06:14:23.530000,5,32681753
https://www.mybank.com.tw/MyBank/Quicklinks/Home/Logout,2016-08-24 06:19:28.637000,6,32681753
https://www.cathaybk.com.tw/cathaybk/card/card/card.asp,2016-08-24 06:00:53.145000,9,32681841
https://www.cathaybk.com.tw/cathaybk/card/card/right/right_7.asp,2016-08-24 06:13:43.708000,10,32681841
https://www.mybank.com.tw/MyBank/Quicklinks/Home/Logout,2016-08-24 06:01:16.257000,4,32681859
https://www.mybank.com.tw/MyBank/Quicklinks/Home,2016-08-24 06:13:50.160000,3,32681860
https://www.mybank.com.tw/MyBank/Quicklinks/Home/Logout,2016-08-24 06:17:30.855000,4,32681860
https://www.cathaybk.com.tw/cathaybk/exchange/currency-billboard.asp#current,2016-08-24 06:03:16.952000,2,32681865
https://www.mybank.com.tw/mybank,2016-08-24 06:03:21.189000,3,32681865
https://www.mybank.com.tw/MyBank/Quicklinks/Home,2016-08-24 06:04:03.724000,4,32681865
https://www.mybank.com.tw/MyBank/Quicklinks/Home/Logout,2016-08-24 06:05:25.269000,5,32681865
app://com.cathaybk.mymobibank.android.app/TabBarActivity,2016-08-24 06:00:07.110000,10,32681870
app://com.cathaybk.mymobibank.android.app/MyBankTabGroup,2016-08-24 06:00:07.220000,11,32681870
app://com.cathaybk.mymobibank.android.app/NewMyBank,2016-08-24 06:00:07.345000,12,32681870
app://com.cathaybk.mymobibank.android.app/企業行動密碼,2016-08-24 06:00:19.588000,13,32681870
app://com.cathaybk.mymobibank.android.app/InputPinView,2016-08-24 06:00:20.830000,14,32681870
app://com.cathaybk.mymobibank.android.app/TabBarActivity,2016-08-24 06:00:24.547000,15,32681870
app://com.cathaybk.mymobibank.android.app/MyBankTabGroup,2016-08-24 06:00:24.672000,16,32681870
app://com.cathaybk.mymobibank.android.app/NewMyBank,2016-08-24 06:00:24.781000,17,32681870
app://com.cathaybk.mymobibank.android.app/TabBarActivity,2016-08-24 06:04:11.320000,18,32681870
app://com.cathaybk.mymobibank.android.app/MyBankTabGroup,2016-08-24 06:04:11.142000,19,32681870
app://com.cathaybk.mymobibank.android.app/NewMyBank,2016-08-24 06:04:11.267000,20,32681870
app://com.cathaybk.mymobibank.android.app/企業行動密碼,2016-08-24 06:04:31.393000,21,32681870
app://com.cathaybk.mymobibank.android.app/InputPinView,2016-08-24 06:04:32.647000,22,32681870
app://com.cathaybk.mymobibank.android.app/TabBarActivity,2016-08-24 06:04:38.230000,23,32681870
app://com.cathaybk.mymobibank.android.app/MyBankTabGroup,2016-08-24 06:04:38.370000,24,32681870
app://com.cathaybk.mymobibank.android.app/NewMyBank,2016-08-24 06:04:38.495000,25,32681870
https://www.mybank.com.tw/MyBank/Quicklinks/Home/Logout,2016-08-24 06:05:20.688000,6,32681880
https://www.mybank.com.tw/MyBank/Home/Login,2016-08-24 06:05:23.470000,7,32681880
https://www.mybank.com.tw/MyBank/Quicklinks/Home,2016-08-24 06:05:49.977000,8,32681880
https://www.mybank.com.tw/MyBank/Quicklinks/Home,2016-08-24 06:05:56.430000,9,32681880
https://www.mybank.com.tw/MyBank/Quicklinks/Home/Logout,2016-08-24 06:06:20.212000,10,32681880
https://www.globalmyb2b.com/GEBANK/Login.aspx,2016-08-24 06:16:28.937000,5,32681905
https://www.mybank.com.tw/MyBank/Quicklinks/Home/Logout,2016-08-24 06:00:22.970000,13,32681906
https://www.mybank.com.tw/MyBank/Quicklinks/Home/Login,2016-08-24 06:00:35.163000,14,32681906
https://www.mybank.com.tw/MyBank/Personal/Home,2016-08-24 06:01:09.759000,15,32681906
https://www.mybank.com.tw/MyBank/Personal/Home#,2016-08-24 06:01:28.931000,16,32681906
https://www.mybank.com.tw/MyBank/Quicklinks/Home,2016-08-24 06:01:45.601000,17,32681906
https://www.mybank.com.tw/MyBank/Quicklinks/Home/Logout,2016-08-24 06:03:50.147000,18,32681906
https://www.cathaybk.com.tw/cathaybk/OnlineLoan_card_apply.asp,2016-08-24 06:06:38.864000,3,32681925
https://www.cathaybk.com.tw/cathaybk/OnlineLoan/creditcard/card_apply/index.aspx,2016-08-24 06:06:39.321000,4,32681925
https://www.cathaybk.com.tw/cathaybk/OnlineLoan/creditcard/card_apply/validate.aspx,2016-08-24 06:08:21.713000,5,32681925
https://www.cathaybk.com.tw/cathaybk/OnlineLoan/creditcard/card_apply/index.aspx#,2016-08-24 06:08:36.808000,6,32681925
https://www.cathaybk.com.tw/cathaybk/card/card/card.asp,2016-08-24 06:08:56.940000,7,32681925
https://www.kokobank.com/KOKO/Card,2016-08-24 06:10:26.156000,8,32681925
https://www.cathaybk.com.tw/cathaybk/card/card/card_15.asp,2016-08-24 06:11:41.990000,9,32681925
https://www.mybank.com.tw/MyBank/Quicklinks/Pay/B0409_CreditCardBill_Inp2Cfm2,2016-08-24 06:00:31.774000,5,32681956
https://www.mybank.com.tw/MyBank/Quicklinks/Home/Logout,2016-08-24 06:03:21.760000,6,32681956
app://com.cathaybk.mymobibank.android.app/LastestActivity,2016-08-24 06:13:04.177000,2,32681958
https://www.mybank.com.tw/MyBank/Quicklinks/Home/Logout,2016-08-24 06:21:04.817000,5,32681961
https://www.cathaybk.com.tw/cathaybk/index.asp,2016-08-24 06:01:35.864000,3,32681966
https://www.cathaybk.com.tw/cathaybk/card/index.asp,2016-08-24 06:01:55.616000,4,32681966
https://www.cathaybk.com.tw/cathaybk/card/service/safe.asp,2016-08-24 06:02:28.631000,5,32681966
https://www.cathaybk.com.tw/cathaybk/card/service/visa_1.asp,2016-08-24 06:02:35.358000,6,32681966
https://www.cathaybk.com.tw/cathaybk/card/service/visa_3.asp,2016-08-24 06:02:48.626000,7,32681966
https://www.mybank.com.tw/MyBank/Quicklinks/Home,2016-08-24 06:06:34.730000,2,32681970
https://www.mybank.com.tw/MyBank/Quicklinks/Home,2016-08-24 06:06:37.880000,3,32681970
https://www.mybank.com.tw/MyBank/Home/Logout,2016-08-24 06:19:55.829000,4,32681970
https://www.mybank.com.tw/MyBank/Quicklinks/Home/Logout,2016-08-24 06:01:02.760000,3,32681979
https://www.mybank.com.tw/MyBank/Quicklinks/Home,2016-08-24 06:00:01.204000,3,32681981
https://www.mybank.com.tw/MyBank/Quicklinks/Home/Logout,2016-08-24 06:00:07.175000,4,32681981
https://www.mybank.com.tw/MyBank/Quicklinks/Home/MyMobiBank,2016-08-24 06:00:08.100000,2,32681985
https://www.mybank.com.tw/MyBank/Quicklinks/Home/MyMobiBank,2016-08-24 06:00:39.118000,3,32681985
https://www.mybank.com.tw/MyBank/MyMobiBank/AcctInq/B0101_DepInq,2016-08-24 06:01:05.260000,4,32681985
app://com.cathaybk.mymobibank.android.app/TabBarActivity,2016-08-24 06:10:02.406000,2,32681986
app://com.cathaybk.mymobibank.android.app/MyBankTabGroup,2016-08-24 06:10:02.772000,3,32681986
app://com.cathaybk.mymobibank.android.app/NewMyBank,2016-08-24 06:10:03.132000,4,32681986
https://www.mybank.com.tw/MyBank/MyMobiBank/Xfer/B0301_RegXfer,2016-08-24 06:00:20.939000,2,32681987
https://www.mybank.com.tw/mybank/Home/MyMobiBank,2016-08-24 06:01:28.921000,3,32681987
https://www.mybank.com.tw/MyBank/MyMobiBank,2016-08-24 06:02:10.966000,4,32681987
app://com.cathaybk.mmb.ios.app/貼心服務,2016-08-24 06:02:18.698000,5,32681988
https://www.mybank.com.tw/MyBank/MyMobiBank/AcctInq/B0101_DepInq,2016-08-24 06:00:01.251000,2,32681991
https://www.mybank.com.tw/MyBank/Quicklinks/AcctInq/B0103_TxnDtlInq?FunTxnAcno=0000263506047821,2016-08-24 06:00:04.347000,3,32681991
https://www.cathaybk.com.tw/cathaybk/card/card/notice/notice_2.asp,2016-08-24 06:00:12.105000,1,32681993
app://com.cathaybk.mymobibank.android.app,2016-08-24 06:00:13.305000,1,32681994
app://com.cathaybk.mymobibank.android.app/TabBarActivity,2016-08-24 06:15:11.881000,2,32681994
app://com.cathaybk.mymobibank.android.app/LastestTabGroup,2016-08-24 06:15:12.600000,3,32681994
app://com.cathaybk.mymobibank.android.app/LastestActivity,2016-08-24 06:15:12.116000,4,32681994
app://com.cathaybk.mymobibank.android.app/TabBarActivity,2016-08-24 06:15:12.225000,5,32681994
app://com.cathaybk.mymobibank.android.app/LastestTabGroup,2016-08-24 06:15:12.334000,6,32681994
app://com.cathaybk.mymobibank.android.app/LastestActivity,2016-08-24 06:15:12.431000,7,32681994
app://com.cathaybk.mymobibank.android.app/TabBarActivity,2016-08-24 06:17:57.710000,8,32681994
app://com.cathaybk.mymobibank.android.app/LastestTabGroup,2016-08-24 06:17:57.819000,9,32681994
app://com.cathaybk.mymobibank.android.app/LastestActivity,2016-08-24 06:17:57.944000,10,32681994
app://com.cathaybk.mymobibank.android.app/TabBarActivity,2016-08-24 06:17:59.380000,11,32681994
app://com.cathaybk.mymobibank.android.app/LastestTabGroup,2016-08-24 06:17:59.148000,12,32681994
app://com.cathaybk.mymobibank.android.app/LastestActivity,2016-08-24 06:17:59.257000,13,32681994
https://www.cathaybk.com.tw/cathaybk/card/card/formosa/index.html?utm_source=yahoo&utm_medium=banner&utm_content=NativeAD1200x627&utm_campaign=1200x627,2016-08-24 06:00:16.307000,1,32681995
https://www.cathayholdings.com/bank/cathaybk/,2016-08-24 06:00:19.384000,1,32681996
https://www.mybank.com.tw/mybank,2016-08-24 06:00:22.704000,2,32681996
https://www.mybank.com.tw/MyBank/Quicklinks/Home,2016-08-24 06:00:44.760000,3,32681996
https://www.mybank.com.tw/MyBank/Quicklinks/Home/Logout,2016-08-24 06:02:24.801000,4,32681996
app://com.cathaybk.mymobibank.android.app,2016-08-24 06:00:21.955000,1,32681998
https://www.mybank.com.tw/mybank,2016-08-24 06:00:24.494000,1,32681999
https://www.cathaybk.com.tw/cathaybk/,2016-08-24 06:00:25.807000,1,32682000
https://www.mybank.com.tw/mybank,2016-08-24 06:00:28.894000,2,32682000
https://www.mybank.com.tw/MyBank/Quicklinks/Home/Logout,2016-08-24 06:36:20.589000,3,32682138
https://www.cathaybk.com.tw/cathaybk/card/event/2011/travel_1.asp,2016-08-24 06:00:38.873000,64,32682174
https://www.cathaybk.com.tw/cathaybk/card/event/2011/movie_1.asp,2016-08-24 06:00:44.669000,65,32682174
https://www.cathaybk.com.tw/cathaybk/card/event/2011/hot_1.asp,2016-08-24 06:01:43.838000,66,32682174
https://www.cathaybk.com.tw/cathaybk/card/event/2011/drama.asp,2016-08-24 06:02:12.253000,67,32682174
https://www.cathaybk.com.tw/cathaybk/card/event/2011/travel_1.asp,2016-08-24 06:02:46.454000,68,32682174
https://www.cathaybk.com.tw/cathaybk/card/event/2016/card_news1050812.asp,2016-08-24 06:02:52.928000,69,32682174
https://www.cathaybk.com.tw/cathaybk/card/event/2011/travel_1.asp,2016-08-24 06:04:42.739000,70,32682174
https://www.cathaybk.com.tw/cathaybk/card/event/2016/card_news1050629_2.asp,2016-08-24 06:04:57.737000,71,32682174
https://www.cathaybk.com.tw/cathaybk/card/card/notice/notice_1.asp,2016-08-24 06:05:27.227000,72,32682174
https://www.cathaybk.com.tw/cathaybk/card/card/notice/notice_13.asp,2016-08-24 06:05:38.805000,73,32682174
https://www.cathaybk.com.tw/cathaybk/card/event/2014/card_news1030902.asp,2016-08-24 06:05:53.230000,74,32682174
https://www.cathaybk.com.tw/cathaybk/card/card/notice/notice_12.asp,2016-08-24 06:07:09.178000,75,32682174
https://www.cathaybk.com.tw/cathaybk/card/login_news_list.asp,2016-08-24 06:10:51.810000,76,32682174
https://www.cathaybk.com.tw/cathaybk/card/event/2016/PCHome_Online/20160622_3/card_news1050622_3_index.asp,2016-08-24 06:11:10.453000,77,32682174
